1,R' U' F R' F' R2 U R B' R' B
1,L U F' L F L2 U' L' B L B'
1,L U2 L2 B L B' U2 L' B L B'
1,R' U2 R2 B' R' B U2 R B' R' B
1,B U' B2 D' F R' F' D B2 U B'
1,L' B2 R2 B R' B L U2 B' R' B
1,F' U F2 D B' R B D' F2 U' F
1,R B2 L2 B' L B' R' U2 B L B'
1,L R' F R U2 F' U2 F' U2 F U2 L'
1,L R' F' L' U2 F U2 F U2 F' U2 R
1,L U F' L F L2 B' U' B L U' L'
1,R' U' F R' F' R2 B U B' R' U R
1,R' U' F R' F' R2 B U' L U L' B'
1,L U F' L F L2 B' U R' U' R B
1,L U F' L F L2 B2 R B R' U' B
1,R' U' F R' F' R2 B2 L' B' L U B'
1,R2 B2 L' B R' B2 L2 U L' U B' R'
1,L2 B2 R B' L B2 R2 U' R U' B L
1,L R' F R U2 B' R2 F' R2 B U2 L'
1,L R' F' L' U2 B L2 F L2 B' U2 R
2,B L' B' L U L2 F' L' F U' L'
2,F' L F L' U' L2 B L B' U L
2,B' R' B U2 F' U2 F U2 B' R B
2,F R F' U2 B U2 B' U2 F R' F'
2,L U L' B' R' U' F R' F' R2 B
2,L' U' L F R U B' R B R2 F'
2,L B' R2 F' R F2 R' F R2 B L'
2,L' F R2 B R' B2 R B' R2 F' L
2,R U2 L' B L U2 L' B' L U2 R'
2,L2 F2 R' F2 L' F R2 U2 R' F' L'
2,L2 B2 R B2 L B' R2 U2 R B L
2,R B R' U L U' L' R U B' U' R'
2,R' F' R U' L' U L R' U' F U R
2,L F L' U' B U L U2 F' U L' B'
2,L' B' L U F' U' L' U2 B U' L F
2,B U B' R' U R B2 L' B' L U' B'
2,L F U2 R' F R F2 L' U B' U B
2,B' U R B' R' B2 L2 F' L' F U' L'
2,F U2 B' R B2 U2 B' R' B U2 B' F'
2,F2 D B' R' B D' F' R U2 R' U' F'
2,B2 D' F R F' D B R' U2 R U B
2,B L B2 D2 F R D F2 D B U' R2
2,F' L' F2 D2 B' R' D' B2 D' F' U R2
2,B2 U L' D' R2 D' B' R' D2 L2 F' L'
2,F2 U' L D R2 D F R D2 L2 B L
3,B' F R F' U2 F R B' R B2 F'
3,L F2 L2 U2 L F L' U2 L2 F2 L'
3,R' F2 R2 U2 R' F R U2 R2 F2 R
3,B' U' R' U R B R B U B' U' R'
3,L U2 L F' L' F U F U F' U L'
3,F' L' U B' U B U' B' U2 B L F
3,F U R U' R' F' R B U B' U' R'
3,B L U L' U' B' R' U' F' U F R
3,L F R U2 R' U F' L' U B' U B
3,B' R B L' B R' B2 L U2 L' B L
3,R B R' U2 R B2 L' B R' B L B'
3,F R' F' R U F D B' R' B D' F'
3,F U F' L' U L2 D R' F' R D' L'
3,L F' L' F U2 L' B' R' U2 R B L
3,R2 D L' B' L D' R' U' R' F' U F
3,L U L' B' U' B' D' F R' F' D B2
3,R' F' U F U' R2 D L' B' L D' R'
3,R' U2 R B L F U2 F2 L F L2 B'
3,R U2 R' F' U F2 D B' R B D' F'
3,R' F2 L F L2 U2 L F R B U2 B'
3,L' D' R B R' D L2 U L' B' U2 B
3,B L U L' B' R2 D' L F' L' D R2
3,F2 D B' R' B D' F2 L' B' U B L
3,B F2 D2 B2 R' B2 D2 F L F L2 B'
3,B' D2 F2 R' F2 D2 B2 F' L F L2 B'
4,L R' F' R U2 R' F' L F' L2 R
4,F R2 F2 U2 F R' F' U2 F2 R2 F'
4,B' R2 B2 U2 B' R' B U2 B2 R2 B
4,L U F U' F' L' F' L' U' L U F
4,B' U2 B' R B R' U' R' U' R U' B
4,R B U' L U' L' U L U2 L' B' R'
4,R' U' F' U F R F' L' U' L U F
4,L' B' U' B U L F U R U' R' F'
4,B' R' F' U2 F U' R B U' L U' L'
4,L F' L' B L' F L2 B' U2 B L' B'
4,F' L' F U2 F' L2 B L' F L' B' L
4,F D B' R B D' F' U' R' F R F'
4,R' F R F' U' R' D' L F L' D R
4,B' R B R' U2 B L F U2 F' L' B'
4,F2 D' B L B' D F U F R U' R'
4,B' U' B L U L D R' F R D' L2
4,R B U' B' U' R D L' B L D' R2
4,F R U' R' U F2 D' B L B' D F
4,F U2 F' L' B' R' U2 R2 B' R' B2 L
4,F' U2 F R U' R2 D' L F' L' D R
4,F R2 B' R' B2 U2 B' R' F' L' U2 L
4,R2 D' L F L' D R2 B L U' L' B'
4,L' R2 D2 L2 F L2 D2 R' B' R' B2 L
4,F R2 B' R' B' D2 F2 L F2 D2 B2 F'
4,L D2 R2 F R2 D2 L2 R B' R' B2 L
5,B' F R B' R2 B R B' R B2 F'
5,B' R2 F R F' R U' R' U R B
5,L' U B L' B' L B' U2 B U L
5,R' F' L' U2 L F R' F R F' R
5,L R2 D2 L D2 L' R F' L' F R
5,F' L' U' L U L' U L F R U' R'
5,F D' F L F L' F' D F' R' F' R
5,R' F R' F2 U' F U R2 U' B U2 B'
5,B' U2 B U' L2 U F' L F L' U' L2
5,B2 U' B' R B R' U B2 U' L U2 L'
5,L' U2 R B U B2 R B R' U' L R'
5,R' U L U' R U2 L2 B L B2 U B
5,L U' F U R B U' B' R' F' U2 L'
5,B2 R' U F' U' F R B2 U' L U2 L'
5,B2 F2 L' F L' B' U2 L' B L' B2 F
5,R' U' R2 U2 B' D B U2 B2 D' B2 R'
5,F2 D L D' F D L' D' F2 R' F' R
5,R' D' F2 D F L' R2 U2 L R' U F
5,F' L' D F2 U F2 D' L' B L2 B' F
5,R' F' U B2 F' D2 F' D2 B2 F' U R
5,F2 L2 R2 B2 R' B2 L' R2 F L' F R
5,L' R' F2 L' B' R U2 R' B L2 F' R
5,F' L2 B L2 F L2 B2 R B' R' B2 L2
5,F D R' B2 R' D' R D B2 R D' F'
5,F R' F R' D2 L2 B2 L2 D2 R F2 R
6,L R' F' L F2 L' F' L F' L2 R
6,L F2 R' F' R F' U F U' F' L'
6,B U' L' B L B' L U2 L' U' B'
6,F' L F' L' F2 R U' B U' B' R'
6,R B R' U2 L U' L' U2 R B' R'
6,F R B U2 B' R' F R' F' R F'
6,F U F R' D R' D' R2 F' U' F'
6,B' R B R' U' B L U2 L' U' B'
6,F R' D' R' D2 L B2 L' D' R2 F'
6,B U B' U' B' U' R U B2 U' B' R'
6,B' F U' B U R U' B' U B R' F'
6,R B U' B2 U' B2 U B L' B2 L R'
6,L' B L F L' B' U R U' L R' F'
6,R' U' R B R B2 L' B2 L R' U B'
6,L2 U L F' L' F U' L2 U B' U2 B
6,L2 F L U R U' L' F' L2 F R' F'
6,F R2 F' R2 B R2 B' R' B R' U2 B'
6,B2 U' B L U' L' B' U B2 L U2 L'
6,B' F D' R' D B2 F' L U2 L' U' B'
6,F' U B2 L U B' L' B U' L' B2 F
6,L' F2 L2 R2 B2 F' R F' L2 R B2 L
6,R' F R' B R2 F2 U2 F2 R2 B' R2 F'
6,R' D' F L2 F D F' D' L2 F' D R
6,R2 B F' U2 L2 B D2 B' L' F L' B'
6,B' F' D2 L' B U2 B' L D2 B U2 F
7,F' U2 F U F' U L' U' L U F
7,L R' F L F L' F L F2 L2 R
7,B L' B' U B L B' U2 F U F'
7,B F' L2 F L2 B' L2 B L B' L
7,B F' U' F2 R' F' R2 U' R' U2 B'
7,B L F U' R' F R F2 U L' B'
7,L' U' F R2 D B' D' R2 F' U2 L
7,B U' R' U' R2 B' R' B2 U' B' U' B'
7,R B' R B R' B L U L' U B' R'
7,L' B' U' B U2 B L' B' L2 F U' F'
7,R' F R' F' R2 U2 B' F R B R' F'
7,B2 U B L' B L2 U L' U2 R B2 R'
7,R' D2 L U' F U F' U L' D2 U' R
7,B U2 B' R' U F2 L F L' U' F R
7,B D L B2 U F U' B2 F' L' D' B'
7,F U L2 R' D2 R' D2 L2 R' U R' F'
7,L' D F' D' L2 B L2 D F D' B' L
7,B L2 D' B R' U' R U B' D L2 B'
7,L' B R2 B2 U2 B U2 L2 B R2 B' L'
7,L' B L2 F2 R' D R F2 L2 B' U L
7,F R2 F' D2 B' F L2 D2 B R F' R
7,F D2 U' B2 U L U2 B2 D2 R U' F
7,F' U2 B' D2 L' B U2 B' L D2 B F
7,L' B' U2 B2 R2 F' L2 D2 F R2 B' L'
7,F' D2 B2 L2 F2 U2 B D2 B R F' R
8,F U2 F' U L' U' L U' F U' F'
8,R' U R U B U2 B' U2 R' U2 R
8,B' F R' B' R' B R' B' R2 B2 F'
8,L' R B2 R' B2 L B2 L' B' L B'
8,L' U' L' B2 D' B' D B' L U L
8,F' L F' L' F L' B' U' B U' L F
8,B' R B R2 F R U R' U' R' F' R2
8,R' B' F R' F' R2 F R2 F' R' B R
8,B L U L' U2 L' B L B2 R' U R
8,F' L' U' L U2 B L U L' U' B' F
8,R U R B' R D' R' D R' B U' R'
8,R B U' L B' U' B U B L' B2 R'
8,L U L' B2 U' R' U R2 B R' U' B
8,R' F' L2 R U' L U' R' F2 L F' R
8,L2 F' L' F L' B' R' U2 R2 B' R' B2
8,B' R B L B2 L2 B2 R' B2 L2 B2 L'
8,F L2 F' L' U2 L F2 R' F' L2 R F'
8,R2 F2 L F2 R F' L2 U' L U' F R
8,B2 R B R' U' B' F2 D2 B' D2 B' F2
8,L R' F2 R F D' L2 U' L2 D F L'
8,B U L' U' L2 D' B2 U2 B2 D L' B'
8,R' U' B2 F D2 F D2 B2 F U' F R
8,L' B' R B' L2 R F2 L B2 L2 R2 F2
8,R' D2 U L2 U' B' U2 L2 D2 F' U R'
